name,ra,dec,t_zero,period,width
105375_AD_CYCLE1802_DC,242.517532444405,-0.879452115962227,2457818.5632175924,5.96190137453309,2.193625
105375_AD_CYCLE1807_DC,242.517532444405,-0.879452115962227,2457818.50125,5.9642917951534145,1.9950027777777777
105375_AD_CYCLE1807,242.517532444405,-0.879452115962227,2457818.5018055555,5.964227023904768,1.9950027777777777
105420_AD_CYCLE1807,180.733007250304,-37.691661274285,2458103.6161921294,7.75170896939412,3.8916944444444446
105420_AD_CYCLE1807_DC,180.733007250304,-37.691661274285,2458103.657615741,7.748796309711447,3.889666666666666
105426_AD_CYCLE1807,180.780176536712,-36.2155446965239,2458098.296273148,1.2494900486247222,1.8142777777777774
105426_AD_CYCLE1807_DC,180.780176536712,-36.2155446965239,2458098.2966087963,1.2494890817327777,1.8142777777777774
105438_AD_CYCLE1807,315.76087476374,-33.5650932041951,2458201.9371875,1.2391078333073726,1.7992194444444445
105438_AD_CYCLE1807_DC,315.76087476374,-33.5650932041951,2458201.9372222223,1.2391089300063773,1.7992194444444445
105445_AD_CYCLE1807,311.570854236261,-32.6375193639615,2458199.283900463,8.544229024843483,4.7147499999999996
105445_AD_CYCLE1807_DC,311.570854236261,-32.6375193639615,2458199.286990741,8.54388753949647,4.286138888888889
105484_AD_CYCLE1807,307.41796261711,-39.0320790687108,2458204.262962963,2.8231191738430326,2.204402777777778
105484_AD_CYCLE1807_DC,307.41796261711,-39.0320790687108,2458204.262974537,2.8231222945442824,2.204402777777778
105485_AD_CYCLE1807,176.522660079854,-36.3088382503972,2458098.8350925925,1.0735002508659872,1.8338305555555554
105485_AD_CYCLE1807_DC,176.522660079854,-36.3088382503972,2458098.8349421294,1.0734990843918588,1.8338305555555554
105503_AD_CYCLE1807,175.001604272449,-36.3704841227511,2458108.4062037035,17.152009268800697,6.890138888888889
105503_AD_CYCLE1807_DC,175.001604272449,-36.3704841227511,2458102.3641666668,4.78677585217824,1.8170361111111109
105533_AD_CYCLE1807,311.95771615085,-31.2961897392815,2458198.5210763887,14.340099344469792,2.6566388888888888
105533_AD_CYCLE1807_DC,311.95771615085,-31.2961897392815,2458199.8502546297,2.9496578029752896,5.719833333333334
105553_AD_CYCLE1807,176.240231757674,-38.1398207215808,2458099.09087963,4.120271957955347,4.8175
105553_AD_CYCLE1807_DC,176.240231757674,-38.1398207215808,2458099.0892939814,4.120327126863079,4.8175
105559_AD_CYCLE1807,176.550814119613,-40.4823809465038,2458104.4732060186,20.655935236571064,4.537444444444444
105559_AD_CYCLE1807_DC,176.550814119613,-40.4823809465038,2458101.5713310186,7.12603051328051,2.415794444444445
105592_AD_CYCLE1807,311.258058893031,-35.4277711682222,2458202.5427314816,1.543340163960301,1.829361111111111
105592_AD_CYCLE1807_DC,311.258058893031,-35.4277711682222,2458202.542523148,1.5433415666127548,1.829361111111111
105651_AD_CYCLE1807,312.011483399997,-35.8424900093416,2458203.2268287037,4.200368324342315,3.158333333333333
105651_AD_CYCLE1807_DC,312.011483399997,-35.8424900093416,2458203.2270486113,4.20036909510625,3.180972222222222
105674_AD_CYCLE1807,177.324100816685,-33.3857187762122,2458101.5372453704,4.331245503145567,1.8096944444444443
105674_AD_CYCLE1807_DC,177.324100816685,-33.3857187762122,2458101.538287037,4.331196186329224,1.8096944444444443
105675_AD_CYCLE1807,179.162774080874,-33.9551243265595,2458098.399710648,0.6650570452106065,2.023397222222222
105675_AD_CYCLE1807_DC,179.162774080874,-33.9551243265595,2458099.335358796,6.937041216717338,2.6572722222222223
105704_AD_CYCLE1807,309.297876563507,-35.98458184974,2458201.5697916667,5.631197381664607,2.4185416666666666
105704_AD_CYCLE1807_DC,309.297876563507,-35.98458184974,2458201.577141204,5.630846591540475,2.7252527777777775
101101_AS_CYCLE1706,89.5988450039558,-30.8117893082496,2457607.9977893517,1.3373393199445023,1.8064083333333332
101135_AS_CYCLE1706,139.416523602358,-15.5995646680405,2457676.147627315,9.577893242526667,6.902388888888888
101155_AS_CYCLE1706,141.920867103057,-19.3473150788359,2457671.80087963,4.435585775940463,1.814213888888889
101277_AS_CYCLE1706,218.795698060682,-25.0561579418618,2457397.9673148147,4.430198882777916,2.1923916666666665
101282_AS_CYCLE1706,217.26391885628,-26.1946531463072,2457396.1384027777,3.3852978139384957,2.66545
101296_AS_CYCLE1706,218.184204884669,-31.4742459407545,2457758.582164352,3.780450983267581,3.2931944444444445
101322_AS_CYCLE1706,220.301986999102,-32.2042087479213,2457756.4991435185,0.7925098257372477,2.0252
101415_AS_CYCLE1706,77.423827902733,-34.7559401010814,2457609.678912037,3.4465014689920834,2.7294805555555555
101429_AS_CYCLE1706,224.841344381871,-32.0525717181579,2457780.848136574,1.0561796508851655,1.7729861111111112
101515_AS_CYCLE1706,305.79885261398,-18.933702728362,2457501.2972800927,2.350506318374155,2.2025527777777776
101547_AS_CYCLE1706,321.618007863836,-16.0898202787384,2457500.2494791667,6.061541410106933,3.2145000000000006
101549_AS_CYCLE1706,321.919137243964,-16.782164111504,2457500.9877430554,2.567642163132037,1.818583333333333
101556_AS_CYCLE1706,322.15658194027,3.84829421047256,2457501.6047800924,4.832982561001157,5.166555555555555
101564_AS_CYCLE1706,322.049375291057,2.39501885251308,2457502.5334027777,2.737921538864016,2.405238888888889
101574_AS_CYCLE1706,325.267132050564,7.90547268123703,2457500.013923611,1.2144458644809606,2.7126916666666667
101577_AS_CYCLE1706,327.252367513963,-32.7851129217363,2457502.3266666667,4.388014692391412,2.422819444444444
101594_AS_CYCLE1706,328.517427831276,-38.3774361726164,2457502.570925926,3.5352905201751392,2.1986416666666666
101597_AS_CYCLE1706,327.672232902622,-38.6127976612258,2457507.7488078703,10.307279315473796,3.535
101625_AS_CYCLE1706,357.67419400174,-37.6198759861082,2457521.6199305556,15.296465427494793,4.541638888888889
101629_AS_CYCLE1706,324.514281279488,7.40225166394717,2457502.1119675925,9.631243593418356,5.307444444444444
101634_AS_TEST16A,206.389711046435,-11.1052398725642,2457498.6105902777,2.2816702710810994,1.996722222222222
101634_AS_TEST18,206.389711046435,-11.1052398725642,2457498.6008680556,1.1411349738987953,2.1674305555555557
101655_AS_CYCLE1706,88.1504145979954,-33.1061215674431,2457610.236076389,5.919193536771667,4.392194444444444
101731_AS_CYCLE1706,83.1484758234983,-30.195931641357,2457608.744050926,1.9350338667641551,1.805836111111111
101766_AS_TEST18,79.525396048568,-37.7352868662136,2457611.8002546295,5.30803462621551,2.7200333333333333
101955_AS_CYCLE1706,82.1167757493679,-36.7204664309171,2457608.863888889,6.347116788535938,2.417188888888889
101974_AS_TEST18,206.151933561456,-34.8097643642756,2457498.427835648,1.7555434042914468,3.9034722222222222
102016_AS_TEST16,216.217656106314,-0.53449170059692,2457394.094907407,1.6609352557486923,1.8201722222222223
102016_AS_TEST16A,216.217656106314,-0.53449170059692,2457394.093912037,2.4914280073706134,1.808822222222222
102016_AS_TEST18,216.217656106314,-0.53449170059692,2457394.054502315,0.35603887674882173,1.0446944444444446
102130_AS_CYCLE1706,83.8422181374965,-37.2885674151329,2457612.4311226853,5.392746782235845,2.6505055555555557
102300_AS_CYCLE1706,322.21854541642,2.07572928004296,2457501.166909722,1.4833884876264931,3.9294444444444445
102329_AS_CYCLE1706,215.093407681455,-31.8222270034938,2457756.8148611113,4.145230321472975,3.2853611111111105
102401_AS_CYCLE1706,63.1788536716461,-20.9360956269563,2457343.9446643516,1.8295000768798726,3.510027777777778
102412_AS_CYCLE1706,62.6197685371347,-20.4707292255939,2457343.831122685,1.6891646427444211,1.8167250000000001
102509_AS_CYCLE1706,79.772231354491,-30.3946594103531,2457611.1827314813,5.112725868211887,3.2080555555555557
102624_AS_CYCLE1706,228.52041211792,-26.4741683928063,2457780.4515162036,1.4593242951700927,1.803463888888889
102947_AS_CYCLE1706,244.137598674019,1.08431366163727,2457819.4176041665,1.6247555262370834,3.629666666666666
102975_AS_CYCLE1706,250.525546755652,-1.31540126609531,2457818.4848148148,4.576236082579884,5.505194444444445
103273_AS_CYCLE1706,322.255619683235,-16.7973117635358,2457500.5894907406,6.047308429005024,4.290444444444445
103344_AS_CYCLE1807_DC,58.1272867426397,-31.237996527553,2457982.3700925927,4.056148922531459,3.531305555555556
103344_AS_CYCLE1807,58.1272867426397,-31.237996527553,2457986.7905555554,5.07859275409191,6.248527777777778
103354_AS_CYCLE1807_DC,75.4793686686787,-39.0846851856983,2457986.358252315,14.478614089357407,3.2183333333333333
103354_AS_CYCLE1807,75.4793686686787,-39.0846851856983,2457986.360625,14.478864285479862,3.5406944444444446
103383_AS_CYCLE1807_DC,77.1652984124588,-38.658443815449,2457987.504201389,8.251461625510938,1.8154416666666666
103470_AS_CYCLE1802,71.4229671319324,-31.1062285180851,2457982.0291435183,0.3545912064676736,3.157638888888889
103470_AS_CYCLE1807_DC,71.4229671319324,-31.1062285180851,2457982.0026157405,3.5899866945943977,2.7195833333333335
103592_AS_CYCLE1802,76.8148345759563,-38.2775309956266,2457987.2891435185,6.1007953331192715,2.4184722222222224
103592_AS_CYCLE1807_DC,76.8148345759563,-38.2775309956266,2457987.2868055557,6.100531032597546,1.998736111111111
103592_AS_CYCLE1807,76.8148345759563,-38.2775309956266,2457987.2855671295,6.100420138811574,1.998736111111111
103598_AS_CYCLE1802,76.2493495541926,-38.1794153281994,2457983.0247453703,2.492691569547905,3.206194444444444
103598_AS_CYCLE1807_DC,76.2493495541926,-38.1794153281994,2457985.7144212965,4.576115611923681,6.621333333333332
103598_AS_CYCLE1807,76.2493495541926,-38.1794153281994,2457983.0196064813,1.2462550206743404,3.2054722222222227
103599_AS_CYCLE1802,76.8814152599856,-38.3538310388448,2457982.244490741,0.6659376593830081,3.2645555555555554
103599_AS_CYCLE1807_DC,76.8814152599856,-38.3538310388448,2457985.1908333334,7.913423987169815,1.998427777777778
103599_AS_CYCLE1807,76.8814152599856,-38.3538310388448,2457982.252453704,0.6658654333163484,2.966472222222222
103735_AS_CYCLE1807_DC,82.1146652209143,-1.90283712846925,2457999.862997685,1.3804227271943286,2.7331583333333334
103790_AS_CYCLE1807_DC,81.2271914212979,0.074043939687886,2457999.8682523146,2.4417983969663313,2.661975
103790_AS_CYCLE1807,81.2271914212979,0.074043939687886,2457999.0189351854,0.9364138770598264,6.8879166666666665
103792_AS_CYCLE1807_DC,77.3408206137498,-36.9764106945904,2457982.3697337965,5.185573055569954,1.8144277777777778
103792_AS_CYCLE1807,77.3408206137498,-36.9764106945904,2457982.396354167,5.184356229649479,1.8138972222222223
103799_AS_CYCLE1807_DC,73.2826295674409,-39.0988305074694,2457983.418252315,2.827276850872894,2.0068416666666664
103799_AS_CYCLE1807,73.2826295674409,-39.0988305074694,2457982.9783796296,1.4933996164376389,3.6135
103822_AS_CYCLE1807_DC,82.1165435229361,-31.970500165091,2457609.978287037,7.280585600896886,1.8147472222222223
103874_AS_CYCLE1807_DC,72.1027963505912,-37.705741709259,2457984.0776504627,2.515790295429294,2.7392499999999997
103911_AS_CYCLE1807_DC,75.279148503349,-36.197489091453,2457987.1073958334,6.0731775125416325,2.7273666666666667
103911_AS_CYCLE1807,75.279148503349,-36.197489091453,2457983.1797800926,1.9475740436637614,9.449749999999998
103941_AS_CYCLE1807_DC,73.5658843425105,-31.4863831869096,2457983.842627315,3.586415010164722,2.9169722222222223
103941_AS_CYCLE1807,73.5658843425105,-31.4863831869096,2457982.3975462965,0.6650962736843935,1.8396055555555553
103959_AS_CYCLE1807_DC,323.595976005958,-7.08931544806563,2457871.803287037,9.053172673518079,1.8131861111111112
103960_AS_CYCLE1807_DC,321.945310528863,-8.09856639794152,2457868.5325810187,6.327792044685532,3.528666666666667
103971_AS_CYCLE1807_DC,327.276464421355,-6.78430523982907,2457868.7912384258,3.220667459260058,2.658938888888889
104018_AS_CYCLE1802,331.357939582544,-34.1427735287218,2457868.6735416665,3.1051173024565046,5.334388888888888
104018_AS_CYCLE1807_DC,331.357939582544,-34.1427735287218,2457867.9392824075,3.477242272753843,3.9008055555555554
104060_AS_CYCLE1807_DC,323.877461762033,-8.63842711126027,2457868.352199074,2.911776943702905,3.5439722222222216
104060_AS_CYCLE1807,323.877461762033,-8.63842711126027,2457866.911539352,0.6647040727715532,2.0219833333333335
104061_AS_CYCLE1807_DC,323.593681062397,-9.78225498590021,2457869.348564815,2.7947278068924306,2.4275333333333333
104071_AS_CYCLE1807_DC,96.043176297187,-65.8201356350142,2457292.2347800927,4.869404464565695,1.8129388888888887
104071_AS_CYCLE1807,96.043176297187,-65.8201356350142,2457288.4454282406,0.6648801657463067,2.023
104080_AS_CYCLE1807_DC,93.6797805802009,-64.1984643109456,2457288.1415625,5.9026988779754745,2.655436111111111
104080_AS_CYCLE1807,93.6797805802009,-64.1984643109456,2457288.252048611,0.6647170337801528,2.4468944444444443
104143_AS_CYCLE1807_DC,306.799256761333,-25.2656996078613,2457501.997349537,4.840284592792257,2.655408333333333
104143_AS_CYCLE1807,306.799256761333,-25.2656996078613,2457500.100763889,0.6649210122518645,2.0230111111111113
104158_AS_CYCLE1802,330.993152839352,-27.5605885274722,2457867.212962963,3.0144139190558565,4.300583333333334
104158_AS_CYCLE1807_DC,330.993152839352,-27.5605885274722,2457869.4200347224,3.603946323066956,2.4226444444444444
104158_AS_CYCLE1807,330.993152839352,-27.5605885274722,2457867.0133912037,0.6653501657025498,3.617527777777778
104164_AS_CYCLE1807_DC,307.475855300515,-20.5773587238216,2457500.9266782408,4.946333127448947,2.662147222222222
104172_AS_CYCLE1807_DC,306.18661611354,-19.4393143118614,2457501.203101852,5.056713564618217,2.919388888888889
104182_AS_CYCLE1807_DC,320.74147602727,-51.2258860203404,2457876.3646875,28.823989868576042,1.815652777777778
104219_AS_CYCLE1802,1.58338000292106,-30.3363910665438,2457881.8204050926,1.484700355420486,1.7965027777777778
104219_AS_CYCLE1807_DC,1.58338000292106,-30.3363910665438,2457881.8208217593,1.484706375497662,1.7965027777777778
104219_AS_TEST23_DC2,1.58338000292106,-30.3363910665438,2457881.8208217593,1.484706375497662,1.7965027777777778
104219_AS_CYCLE1807,1.58338000292106,-30.3363910665438,2457881.81994213,1.484702286342639,1.7965027777777778
104219_AS_CYCLE1807_TFA,1.58338000292106,-30.3363910665438,2457881.820335648,1.4846896618357177,1.7965027777777778
104263_AS_CYCLE1802,330.846167168414,-19.3362160214346,2457868.557210648,7.2223389950553125,8.566305555555557
104263_AS_CYCLE1807_DC,330.846167168414,-19.3362160214346,2457867.2179050925,4.4561683563145715,2.189972222222222
104317_AS_CYCLE1802,329.359316948372,-18.7268931380305,2457867.914525463,1.050584929189595,8.858694444444444
104317_AS_CYCLE1807_DC,329.359316948372,-18.7268931380305,2457873.7285416666,8.841387773606158,2.1955972222222218
104317_AS_CYCLE1807,329.359316948372,-18.7268931380305,2457867.9413425927,1.0503437337792743,8.70111111111111
104339_AS_CYCLE1807_DC,309.856531396101,-38.3376742263631,2458197.2931481483,1.1097547754079966,1.5471888888888887
104339_AS_CYCLE1807,309.856531396101,-38.3376742263631,2458197.289803241,1.1097947611819399,1.5029861111111111
104372_AS_CYCLE1802,326.407719000443,-6.56912610644335,2457867.4777546297,0.6645443827843333,2.223936111111111
104372_AS_CYCLE1807_DC,326.407719000443,-6.56912610644335,2457867.5669907406,2.2530583084225926,2.419061111111111
104372_AS_CYCLE1807,326.407719000443,-6.56912610644335,2457866.9149421295,0.6645020326119363,2.6909611111111107
104396_AS_CYCLE1807_DC,71.5680335197142,-38.0036609004766,2457983.9263773146,7.184541955564156,3.5352499999999996
104396_AS_CYCLE1807,71.5680335197142,-38.0036609004766,2457982.5732523147,0.6644155173282454,2.6907750000000004
104408_AS_CYCLE1807,310.529550916157,-3.53373646499338,2457503.4933680557,29.035196161716783,10.094944444444446
104408_AS_CYCLE1807_DC,310.529550916157,-3.53373646499338,2457501.032395833,1.7113881110720255,3.614138888888889
104442_AS_CYCLE1807_DC,343.343200368246,2.85114187349429,2457884.964930556,4.827855816371828,2.203038888888889
104442_AS_CYCLE1807,343.343200368246,2.85114187349429,2457884.9652083335,4.827843926672894,2.203038888888889
104453_AS_CYCLE1807_DC,343.841804177657,1.98506193390563,2457890.7578935185,9.748775883909687,4.5376666666666665
104453_AS_CYCLE1807,343.841804177657,1.98506193390563,2457882.2859143517,0.6645043387917882,4.303111111111112
104477_AS_CYCLE1807_DC,84.898950854935,-4.34945165685943,2457984.177037037,6.748060487634664,1.8144749999999998
104478_AS_CYCLE1807_DC,83.536751587246,-5.1720360980398,2457983.923946759,9.313684769686795,2.657438888888889
104481_AS_CYCLE1802,83.2069559031719,-5.254637844541,2457985.1519675925,5.147415908795312,2.9178055555555558
104481_AS_CYCLE1807_DC,83.2069559031719,-5.254637844541,2457983.930949074,5.587581384631933,1.994313888888889
104493_AS_CYCLE1807_DC,354.00015328492,-39.589207354025,2457517.5336111113,8.150677441073055,2.9927499999999996
104493_AS_CYCLE1807,354.00015328492,-39.589207354025,2457512.946053241,0.35348778204463194,2.7996666666666665
104497_AS_CYCLE1807_DC,87.6223726732617,-32.5620628491058,2457609.0289930557,1.145642974664581,2.8963888888888887
104498_AS_CYCLE1807_DC,87.702893773387,-33.4240429676451,2457610.594502315,3.297608748871586,2.702713888888889
104500_AS_CYCLE1807_DC,86.9690172678258,-33.9814103095803,2457610.2332060183,3.631494560410602,2.7270583333333334
104515_AS_CYCLE1807_DC,352.796154858787,-38.1784488564318,2457513.7368055554,1.8497540853430787,2.203402777777778
104515_AS_CYCLE1807,352.796154858787,-38.1784488564318,2457513.615625,2.7280088736463193,1.8212472222222222
104519_AS_CYCLE1807_DC,355.011676980242,-36.727412733303,2457514.536979167,6.837666982341065,2.9206388888888886
104527_AS_CYCLE1807_DC,87.5914319163216,-34.1841849656596,2457610.245613426,3.6310463972003473,1.9998416666666667
104529_AS_CYCLE1807_DC,84.6568343092364,-37.1509015373168,2457609.3397685187,5.907651292576817,2.995305555555556
104529_AS_CYCLE1807,84.6568343092364,-37.1509015373168,2457608.1339814817,0.9346034772697986,8.154194444444443
104532_AS_CYCLE1807_DC,305.953570059059,-24.6428444121641,2457509.193634259,10.284047572110497,1.7493055555555554
104541_AS_CYCLE1807_DC,94.354077345632,-33.2605384841988,2457782.505625,2.3554252177110997,1.824213888888889
104541_AS_CYCLE1807,94.354077345632,-33.2605384841988,2457782.509699074,2.3556691143450115,2.2073
104570_AS_CYCLE1807_DC,93.9492725240929,-24.6166608819809,2457293.2097337963,12.546363169598497,3.5407222222222225
104575_AS_CYCLE1802,143.926251624507,-20.7123181391792,2457670.635104167,7.031029686920614,9.174694444444446
104575_AS_CYCLE1802_DC,143.926251624507,-20.7123181391792,2457674.54630787,8.087211190658357,11.09375
104575_AS_CYCLE1807_DC,143.926251624507,-20.7123181391792,2457674.799212963,8.753476526652303,2.196919444444444
104575_AS_CYCLE1807,143.926251624507,-20.7123181391792,2457671.1606828705,3.506672364428206,5.188111111111112
104577_AS_CYCLE1807_DC,91.8978456974471,-33.837433336971,2457611.0903125,4.234131922580544,4.408138888888888
104577_AS_CYCLE1807,91.8978456974471,-33.837433336971,2457608.5516550927,0.6663571809420498,1.8429
104617_AS_CYCLE1807_DC,327.542869119742,-34.4941662709515,2457500.688460648,1.0597012676263866,1.8101277777777778
104617_AS_CYCLE1807,327.542869119742,-34.4941662709515,2457500.6876041666,1.0596929474093775,1.8101277777777778
104620_AS_CYCLE1807_DC,326.355427072157,-33.146791928856,2457500.629513889,1.1522396809801607,3.203722222222222
104640_AS_CYCLE1807_DC,91.0122570300416,-32.1785887083446,2457608.676215278,1.876736963417153,2.417986111111111
104667_AS_CYCLE1807_DC,93.7391144335208,-25.227250765476,2457287.8247916666,15.403866885890624,3.215472222222223
104752_AS_CYCLE1802,213.203876828706,-31.4194131820977,2457755.8833333333,0.912576523186059,7.686277777777777
104752_AS_CYCLE1802_DC,213.203876828706,-31.4194131820977,2457760.609340278,5.030682199867951,8.34086111111111
104752_AS_CYCLE1807_DC,213.203876828706,-31.4194131820977,2457761.6098148148,9.802220589161829,1.8130111111111111
104752_AS_CYCLE1807,213.203876828706,-31.4194131820977,2457756.685740741,0.9132299211040462,7.897750000000001
104770_AS_CYCLE1807,169.546468786144,-29.8538860130066,2458098.1031828704,0.6653896665372766,1.8401111111111108
104770_AS_CYCLE1807_DC,169.546468786144,-29.8538860130066,2458098.5675925924,3.7212525713331828,3.2177499999999997
104776_AS_CYCLE1807,168.451152330084,-34.8377042956356,2458098.9774421295,1.7729663534094096,12.475416666666666
104776_AS_CYCLE1807_DC,168.451152330084,-34.8377042956356,2458099.4656134257,1.7743597436411689,1.2560416666666667
104876_AS_CYCLE1807_DC,215.02555658224,-24.4867370235889,2457394.3209722224,0.7015380485515312,1.8519694444444446
104909_AS_CYCLE1807,183.974123256772,-39.6497672263009,2458098.4517824072,0.6655368925632662,2.6949111111111113
104909_AS_CYCLE1807_DC,183.974123256772,-39.6497672263009,2458101.2058912036,6.205591799249156,3.977416666666667
104915_AS_CYCLE1802_DC,183.243634525039,-35.8703845019119,2457363.3196064816,8.774720983587141,1.9949805555555555
104915_AS_CYCLE1807_DC,183.243634525039,-35.8703845019119,2457357.0389699074,1.242604689432986,2.1832944444444444
104915_AS_CYCLE1807,183.243634525039,-35.8703845019119,2457356.530324074,1.0726496431218033,5.542583333333333
104919_AS_CYCLE1807_DC,210.862078169876,-32.4447338595433,2457756.9639814813,5.533825706791377,3.2956666666666665
104944_AS_CYCLE1807_DC,214.410211179535,-34.3242311644016,2457793.9650925924,5.718531985762975,3.623277777777777
105053_AS_CYCLE1807_DC,206.2961103701,-32.5461246026776,2457498.0099884258,3.209080887703449,3.2055277777777773
105094_AS_CYCLE1807_DC,187.690128655852,-39.0731558263793,2458106.669224537,3.262656052754178,2.73305
105094_AS_CYCLE1807,187.690128655852,-39.0731558263793,2458104.015949074,0.6657523660172917,1.841275
105160_AS_CYCLE1802,216.688748626273,-30.2378314368205,2457757.7361805555,3.013971052296852,2.669125
105160_AS_CYCLE1802_DC,216.688748626273,-30.2378314368205,2457765.310798611,10.266947620486064,4.398694444444444
105160_AS_CYCLE1807_DC,216.688748626273,-30.2378314368205,2457757.079884259,1.5131053175865161,3.3231944444444443
105160_AS_CYCLE1807,216.688748626273,-30.2378314368205,2457757.737673611,3.013972495939375,2.669125
105276_AS_CYCLE1807_DC,307.857662875118,-19.143071932085,2457500.0578935184,1.1757702324466435,3.2616388888888888
105387_AS_CYCLE1807_DC,220.207047369639,4.39095402069054,2457402.8425694443,1.8312614153087037,1.8026305555555555
105387_AS_CYCLE1807,220.207047369639,4.39095402069054,2457402.241203704,0.6651799262490544,2.4586583333333336
105435_AS_CYCLE1807_DC,315.089139319248,-2.72555539866868,2457502.1567245373,2.763678347502535,3.648277777777777
105452_AS_CYCLE1807,176.249971607431,-35.6405793721923,2458098.3601967595,7.528693362754526,6.41586111111111
105452_AS_CYCLE1807_DC,176.249971607431,-35.6405793721923,2458098.3628587965,7.528580955480856,6.41586111111111
105495_AS_CYCLE1807,304.184906233862,-40.1465439601089,2458201.9169560187,0.6642922513577014,3.255333333333334
105495_AS_CYCLE1807_DC,304.184906233862,-40.1465439601089,2458204.7445833334,4.754732469018855,2.997611111111111
105640_AS_CYCLE1807_DC,215.381709966321,-35.1588358847475,2457790.634490741,3.147023355711852,3.973333333333333
105640_AS_CYCLE1807,215.381709966321,-35.1588358847475,2457788.808900463,1.2059673160678588,10.231750000000002
105701_AS_CYCLE1807,308.761488147608,-37.4329029726737,2458198.561875,1.930820797302338,2.7132055555555556
105701_AS_CYCLE1807_DC,308.761488147608,-37.4329029726737,2458198.5627546296,1.9308652315145025,2.7132055555555556
105717_AS_CYCLE1807,179.676527249865,-34.2416234414848,2458099.1355324076,1.4958761546631367,1.8100027777777776
105717_AS_CYCLE1807_DC,179.676527249865,-34.2416234414848,2458098.5810300927,2.44635060092191,1.8215750000000002
